Beruf,Berufsgruppe,Konfidenz
Telegraphen Assistent i. R.,verkehr,auto
Telegraphen Assistentin,verkehr,auto
Telegraphen Assistin,verkehr,auto
Telegraphen Assistin.,verkehr,auto
Telegraphen Aufseher,industrie,auto
Telegraphen Bauarbeiter,industrie,auto
Telegraphen Bauführer,industrie,auto
Telegraphen Bauhandw.,verkehr,auto
Telegraphen Bauhandwerker,verkehr,auto
Telegraphen Bauhdw.,verkehr,auto
Telegraphen Beamter,verkehr,auto
Telegraphen Beamtin,verkehr,auto
Telegraphen Betriebs Assistent,verkehr,auto
Telegraphen Betriebs Assistentin,verkehr,auto
Telegraphen Betriebs Assistin,verkehr,auto
Telegraphen Betriebs Assisttin.,verkehr,auto
Telegraphen Betriebs Aufseher,industrie,auto
Telegraphen Direktor,verkehr,auto
Telegraphen Gehilfe,verkehr,auto
Telegraphen Handw.,verkehr,auto
Telegraphen Handwerk.,verkehr,auto
Telegraphen Handwerker,verkehr,auto
Telegraphen Inspekt,verkehr,auto
Telegraphen Inspektor,verkehr,auto
Telegraphen Inspektor a. D.,verkehr,auto
Telegraphen Leiter Aufseher,industrie,auto
Telegraphen Leitgs.Aufseher,industrie,auto
Telegraphen Leitungs Aufseher,industrie,auto
Telegraphen Leitungsaufseher,industrie,auto
Telegraphen Mechaniker,industrie,auto
Telegraphen Monteur,industrie,auto
Telegraphen Ober Bauaufseher,industrie,auto
Telegraphen Ober Bauführer,industrie,auto
Telegraphen Ober Inspekt,verkehr,auto
Telegraphen Ober Sekretär,verkehr,auto
Telegraphen Ober Sekretär i. R.,verkehr,auto
Telegraphen Ober Werkmeister,industrie,auto
Telegraphen Obermeister,industrie,auto
Telegraphen Sekret.,verkehr,auto
Telegraphen Sekretär,verkehr,auto
Telegraphen Sekretär a. D.,verkehr,auto
Telegraphen Sekretärin,verkehr,auto
Telegraphen Sekretärin a. D.,verkehr,auto
Telegraphen Sekrin. a. D.,verkehr,auto
Telegraphen Vorarbeiter,industrie,auto
Telegraphen Vorhandwerker,verkehr,auto
Telegraphen Werkf.,verkehr,auto
Telegraphen Werkführer,industrie,auto
Telegraphen Werkmeister,industrie,auto
"Telegraphen, Bauhandw.",verkehr,auto
Telegraphen-Aufseher,industrie,auto
Telegraphenarb.,verkehr,auto
Telegraphenassist.,verkehr,auto
Telegraphenoberbauführer,industrie,auto
Telegraphist,sonstige,auto
Telephon.,sonstige,auto
Telephonist,sonstige,auto
Telephonistin,sonstige,auto
Telephonmont.,sonstige,auto
Telephonstenograph,sonstige,auto
Telger. Arbeiter,industrie,auto
Telgr. Arbeiter,industrie,auto
Telgr. Betriebs Assistin.,sonstige,auto
Telgr. Leitngs. Aufseher,industrie,auto
Telgr. Mechaniker,industrie,auto
Tennislehr.,sonstige,auto
Tenniswärt.,sonstige,auto
Tentnerin,sonstige,auto
Teppichlager,sonstige,auto
Terminbeamter,verwaltung,auto
Terminbeamter a. D.,verwaltung,auto
Terminverfolger,sonstige,auto
Terminvorbereit.,sonstige,auto
Textil en gros,sonstige,auto
Textil-Agenturen,sonstige,auto
Textilagentur,sonstige,auto
Textilarbeitrin.,sonstige,auto
Textilfabrikation,sonstige,auto
Textilfachlehrer,sonstige,auto
Textilkunst,sonstige,auto
Textilvertr.,sonstige,auto
Textilvertret.,sonstige,auto
Textilvertreter,sonstige,auto
Textilvertretung,sonstige,auto
Textilvertretungen,sonstige,auto
Textilvorsteh.,sonstige,auto
Textilwaren-Händler,handel,auto
Textilwrhdlg.,sonstige,auto
Textilwrvertret.,sonstige,auto
"Th., Rentner",haushalt,auto
Theater-Reklame,sonstige,auto
Theaterdirekt.,sonstige,auto
Theaterfriseur,sonstige,auto
Theaterleiter,sonstige,auto
Theatermal.,sonstige,auto
Theatermaler,sonstige,auto
Theatermaler a. D.,sonstige,auto
Theatermitglied,sonstige,auto
"Theod., Schmied",industrie,auto
Tiefb. Techniker,industrie,auto
Tiefbau,sonstige,auto
Tiefbau-Unternehm.,sonstige,auto
Tiefbauarbeiter,industrie,auto
Tiefbauarchitekt,akademisch,auto
Tiefbaugesch.,sonstige,auto
Tiefbauhandw.,sonstige,auto
Tiefbauing.,sonstige,auto
Tiefbauingen.,sonstige,auto
Tiefbaukonstrukteur,sonstige,auto
Tiefbautechn.,sonstige,auto
Tiefbauuntern.,sonstige,auto
Tiefbauunternehmer,handel,auto
Tiefbauunternehmer u. Steinbruchbetrieb,handel,auto
Tiefbauunternehmung,sonstige,auto
Tiefdruckleit.,sonstige,auto
Tiefdruckmaschinenmstr.,sonstige,auto
Tiegelpresser,sonstige,auto
Tierarzt,akademisch,auto
Tierheilkundiger,sonstige,auto
Tierpfleger,sonstige,auto
Tischl.,sonstige,auto
Tischler,industrie,auto
Tischlerei,sonstige,auto
Tischlermeister,industrie,auto
Tischlermeister a. D.,industrie,auto
Tonbrenner,sonstige,auto
Tonfilm-Techn.,sonstige,auto
"Toni, Fachärztin f. Frauenkrankh. u. Geburtsh.",akademisch,auto
Tonkünstler,sonstige,auto
Tonwrhdlg.,sonstige,auto
Torwächter,sonstige,auto
Totengräber,sonstige,auto
Trainer,sonstige,auto
Traktorfahr.,sonstige,auto
Transport,sonstige,auto
Transportarbeiter,industrie,auto
Transportbegleit.,sonstige,auto
Transporte,sonstige,auto
Transporteur,sonstige,auto
Transportf.,sonstige,auto
Transportführ.,sonstige,auto
Transportgesch,sonstige,auto
Transportgesch.,sonstige,auto
Transportgew.,sonstige,auto
Transportuntern.,sonstige,auto
"Transportunternehmen, Kohlen- u. Koks-Handel",sonstige,auto
Transportunternehmer,handel,auto
Transportunternehmung,sonstige,auto
Treibhausbauten,sonstige,auto
Treibriemen,sonstige,auto
Treibriemenfabrik,sonstige,auto
Trentelgasse,sonstige,auto
Treuhänder,sonstige,auto
Treuhänder u. Wirtschaftsprüfer,akademisch,auto
Treuhändler,sonstige,auto
Trichinenbesch.,sonstige,auto
Trichinenbeschauer,sonstige,auto
Trichinenschauer,sonstige,auto
Trichinenschauerin,sonstige,auto
Trichtermach.,akademisch,auto
Triebw. Führer,sonstige,auto
Trinkh. Bes.,sonstige,auto
Trinkhalle,sonstige,auto
Trinkhallen-Besitzer,sonstige,auto
Trinkhallenbesrin,sonstige,auto
Trinkhallenpächt.,sonstige,auto
Truppenchef,sonstige,auto
Tuchgesch.,sonstige,auto
"Tuchgroßhandlung, Schneiderbedarfsart., Versand",industrie,auto
Tuchgroßhdlg.,sonstige,auto
Tuchgroßhdlg. u. Futterstoffe,sonstige,auto
"Tuchgroßhdlg., Börsenhaus",sonstige,auto
"Tuchhdl., Mitinh. d. Firma Tuchhaus Paul Knaur",sonstige,auto
Tuchhdlg.,sonstige,auto
Tuchscherer,sonstige,auto
"Tuchversand, Tuchlager u. Weberei",sonstige,auto
Tuchweber,sonstige,auto
Turmwächt.,sonstige,auto
Turnlehrer,sonstige,auto
Turnlehrerin,bildung,auto
Typograph,sonstige,auto
Täschner,sonstige,auto
Täschnermstr.,sonstige,auto
Töpfer,sonstige,auto
Töpferei,sonstige,auto
Töpfermeister,industrie,auto
"Türschließer, Zylinderschlösser u. neuzeitliche Baubeschläge",sonstige,auto
Ueberwachungsbedienst.,sonstige,auto
Uhren,sonstige,auto
"Uhren-, Gold- u. Silberwaren",sonstige,auto
Uhren-Agenturen,sonstige,auto
Uhrenableser,sonstige,auto
Uhrenfbrktion,sonstige,auto
Uhrengesch.,sonstige,auto
Uhrengroßhdlg.,sonstige,auto
Uhrenhdlg.,sonstige,auto
Uhrenkontroll.,sonstige,auto
Uhrenreparatur,sonstige,auto
Uhrenwärt.,sonstige,auto
Uhrgehäusemach.,sonstige,auto
Uhrmacher,industrie,auto
Uhrmacherei,industrie,auto
Uhrmachermstr.,industrie,auto
Uhrmachmstr.,sonstige,auto
Uhrmmstr.,sonstige,auto
Uhrmww.,sonstige,auto
Uhrwrhdlg.,sonstige,auto
"Ulrich, Gerichts Referendar",sonstige,auto
Umpreßanstalt v. Hüten,sonstige,auto
Umwalzer,sonstige,auto
Uniformen,sonstige,auto
Uniformschneid.,sonstige,auto
Unternehmer,handel,auto
"Unternehmer, Mülheimer Str. 55",handel,auto
Unterwickler,sonstige,auto
"Urban, Kaufmann, Ober Leutnant a. D.",handel,auto
"V.D.I., Fabrikdir. a. D.",sonstige,auto
Varietedirekt.,sonstige,auto
Verarb.,sonstige,auto
Verb. Geschäfts Führer,sonstige,auto
Verb. Sekretär,verwaltung,auto
Verb. Syndikus,akademisch,auto
Verbands-Ing.,sonstige,auto
Verbandsbaurat,sonstige,auto
Verbandsdirekt.,sonstige,auto
Verbandsdirekt. a. D.,sonstige,auto
Verbandsdirektor,bildung,auto
Verbandsleit.,sonstige,auto
Verbandsrevisor,sonstige,auto
Verbandsschwester,sonstige,auto
Verbandssekr.,sonstige,auto
Verbandssyndikus,akademisch,auto
Verbauer,sonstige,auto
Verchromungsanst.,sonstige,auto
Vereid. Handelschemiker,akademisch,auto
Vereid. Landmesser,akademisch,auto
Vereid. Sachverständig.,sonstige,auto
Vereinsartikel,sonstige,auto
Vereinstr. 20,sonstige,auto
Verglaser,industrie,auto
Verglasungsgesch.,sonstige,auto
Vergolder,sonstige,auto
Vergoldermstr.,sonstige,auto
Vergrößerung,sonstige,auto
Vergrößerungs-Vertrieb,sonstige,auto
Vergrößerungsanst.,sonstige,auto
Vergrößerungsanstalt,sonstige,auto
Vergrößerungsgeschäft,sonstige,auto
Verk.,sonstige,auto
Verk. Assistent,sonstige,auto
Verkaufsassist.,sonstige,auto
"Verkaufsb. d. Steinholzwerk Arnholdt, Vertreter i. Parkett, Linoleum, Glasversich.",handel,auto
Verkaufsbüro d. Aluminiumwalzwerke Singen,sonstige,auto
Verkaufsleit.,sonstige,auto
Verkaufsleiter,sonstige,auto
Verkaufsstellenleit.,sonstige,auto
Verkaufsstellenvorsteh.,sonstige,auto
Verkaufsvorsteh.,sonstige,auto
Verkehrs-Institut,sonstige,auto
Verkehrsaufseher,industrie,auto
Verkehrsberat.,sonstige,auto
Verkehrsinspekt.,sonstige,auto
Verkäuf.,sonstige,auto
Verkäufer,sonstige,auto
Verkäuferin,sonstige,auto
Verkäuferinnen,sonstige,auto
Verkäufrin.,sonstige,auto
Verl.-Buchdl.,sonstige,auto
Verlad.,sonstige,auto
Verlademstr.,sonstige,auto
Verlademstr. a. D.,sonstige,auto
Verlader,sonstige,auto
Verlags-Vertreter,handel,auto
Verlagsabteilgsleit.,sonstige,auto
Verlagsangest.,sonstige,auto
Verlagsanst.,sonstige,auto
Verlagsbeamter,verwaltung,auto
Verlagsbeamter a. D.,verwaltung,auto
Verlagsbuchhandlg.,sonstige,auto
Verlagsbuchhandlung,handel,auto
Verlagsbuchhdl.,sonstige,auto
Verlagsdirekt.,sonstige,auto
Verlagsdirektor,bildung,auto
Verlagsinh.,sonstige,auto
Verlagsprokurist,verwaltung,auto
Verlagsredakteur,sonstige,auto
Verlagsvertr.,sonstige,auto
Verlagsvertret.,sonstige,auto
"Verlagsvertreter, Zeitschriften-Vertrieb",sonstige,auto
Verleger,sonstige,auto
Verm. Gehilfe,sonstige,auto
Verm. Steiger,bergbau,auto
Verm. Techniker,industrie,auto
Vermessgeh.,sonstige,auto
Vermessgsdirekt.,sonstige,auto
Vermessgsgeh.,sonstige,auto
Vermessgsingen.,sonstige,auto
Vermessgsinspekt.,sonstige,auto
Vermessgssteig.,sonstige,auto
Vermessgssteiger,bergbau,auto
Vermessgstechn.,sonstige,auto
Vermessungs,sonstige,auto
Vermessungs Angestellter,verwaltung,auto
Vermessungs Beamter,verwaltung,auto
Vermessungs Fahrsteig,sonstige,auto
Vermessungs Fahrsteiger,bergbau,auto
Vermessungs Gehilfe,sonstige,auto
Vermessungs Ingenieur,akademisch,auto
Vermessungs Inspektor,verwaltung,auto
Vermessungs Ober Sekretär,verwaltung,auto
Vermessungs Ober Techniker,industrie,auto
Vermessungs Obersekretär,verwaltung,auto
Vermessungs Steiger,bergbau,auto
Vermessungs Techniker,industrie,auto
"Vermessungs, Techniker",industrie,auto
Vermessungs-Ingenieur,akademisch,auto
Vermessungsangest.,sonstige,auto
Vermessungsgeh.,sonstige,auto
Vermessungssteig.,sonstige,auto
Vermessungssteiger,bergbau,auto
Vermessungstechn.,sonstige,auto
Vermieterin,sonstige,auto
Vermittlungsbüro,sonstige,auto
Vernickelungsanstalt,sonstige,auto
Vernickl.,sonstige,auto
Vernickler,sonstige,auto
Verpacker,sonstige,auto
Verpackerin,sonstige,auto
Verpackungsmaterial,sonstige,auto
Verputzer,sonstige,auto
Verrechnungsbeamt.,sonstige,auto
Vers.-Angest.,sonstige,auto
Vers.-Inspekt.,sonstige,auto
Versand. Organisator,sonstige,auto
Versandarb.,sonstige,auto
Versandbeamt.,sonstige,auto
Versandbuchhdl.,sonstige,auto
Versandbuchhdlg.,sonstige,auto
Versandgeh.,sonstige,auto
Versandgesch.,sonstige,auto
Versandhaus,sonstige,auto
Versandleiter,verwaltung,auto
Versandleiter a. D.,verwaltung,auto
Versandleiterin,verwaltung,auto
Versandmstr.,sonstige,auto
Versandvorarb.,sonstige,auto
Versich.-Agent,sonstige,auto
Versich.-Vertret.,sonstige,auto
"Versicher.-Vertr., Agentur d. Aachener u. Münchener Versicherungs Ges.",sonstige,auto
Versicherung.,sonstige,auto
Versicherungen,sonstige,auto
"Versicherungen, Hausverwaltungen u. Hypotheken",verwaltung,auto
"Versicherungen, Hypotheken, Immobilien",sonstige,auto
Versicherungs Agent,sonstige,auto
Versicherungs Agent.,sonstige,auto
Versicherungs Angestellter,verwaltung,auto
Versicherungs Anwärter,sonstige,auto
Versicherungs Beamter,verwaltung,auto
Versicherungs Direktor,verwaltung,auto
Versicherungs General Agent,sonstige,auto
Versicherungs Inspektor,verwaltung,auto
Versicherungs Ober Inspektor,verwaltung,auto
Versicherungs Vertreter,handel,auto
Versicherungsagent,sonstige,auto
Versicherungsbeamt.,sonstige,auto
Versichgs. Agt.,sonstige,auto
Versichgs. Beamter,verwaltung,auto
Versichgs. Inspektor,verwaltung,auto
Versorg. Anwärter,sonstige,auto
Versorggsanw.,sonstige,auto
Versorgs. Anwärter,sonstige,auto
Versorgs.-Anwärt.,sonstige,auto
Versorgsanwärt.,sonstige,auto
Versorgungs Anwärter,sonstige,auto
Versorgungsanw.,sonstige,auto
Versorgungsanwärt.,sonstige,auto
Versteigerer,bergbau,auto
Verteiler,sonstige,auto
Verteter,sonstige,auto
Vertrauensarzt der Landesversicherungsanstalt der Rheinprovinz,sonstige,auto
Vertret,sonstige,auto
Vertreter,handel,auto
Vertreter Leiter,handel,auto
Vertreter a. D.,handel,auto
Vertreter d. Basalt A.G. Linz-Rhein,handel,auto
Vertreter d. Brauerei Thier & Co. Dortmund,handel,auto
"Vertreter d. Firma Rawe & Co., Rheda u. Seifert G.m.b.H., Burgstädt",handel,auto
Vertreter der Dortmunder Union-Brauerei,handel,auto
Vertreter in Kartonagen,handel,auto
"Vertreter u. Lager d. Cirine-Werke, Chemnitz",handel,auto
Vertreterin,sonstige,auto
Vertretg.,sonstige,auto
Vertretung,sonstige,auto
Vertretungen,sonstige,auto
Vertrieb elektr. Apparate,sonstige,auto
Verwalter,verwaltung,auto
Verwalter Anwärter,verwaltung,auto
Verwalter Beamter,verwaltung,auto
Verwalter Direktor,verwaltung,auto
Verwalter Inspektor,verwaltung,auto
Verwalter Sekretär,verwaltung,auto
Verwalter a. D.,verwaltung,auto
Verwalter i. R.,verwaltung,auto
"Verwalter, Ober Inspektor",verwaltung,auto
Verwalterin,sonstige,auto
Verwaltgs.-Sekr.,sonstige,auto
Verwaltgsassistin,sonstige,auto
Verwaltgsdirekt.,sonstige,auto
Verwaltgsdirekt. a. D.,sonstige,auto
Verwaltgsekr.,sonstige,auto
Verwaltgsgeh.,sonstige,auto
Verwaltgsinspekt.,sonstige,auto
Verwaltgsob. Sekretär,verwaltung,auto
Verwaltgsobersekr.,sonstige,auto
Verwaltgssekr.,sonstige,auto
Verwaltgssekr. a. D.,sonstige,auto
Verwaltrin.,sonstige,auto
Verwaltungs,verwaltung,auto
Verwaltungs Amtsgerichts Rat,verwaltung,auto
Verwaltungs Angestellter,verwaltung,auto
Verwaltungs Anwärter,verwaltung,auto
Verwaltungs Apotheker,akademisch,auto
Verwaltungs Assistent,verwaltung,auto
Verwaltungs Beamter,verwaltung,auto
Verwaltungs Beamtin,verwaltung,auto
Verwaltungs Bergrat,verwaltung,auto
Verwaltungs Direktor,verwaltung,auto
Verwaltungs Diätar,verwaltung,auto
Verwaltungs Doktor-Ingenieur,akademisch,auto
Verwaltungs Fabrikant,industrie,auto
Verwaltungs Führer,verwaltung,auto
Verwaltungs Gehilf.,verwaltung,auto
Verwaltungs Gehilfe,verwaltung,auto
Verwaltungs Gehilfin,verwaltung,auto
Verwaltungs Inspektor,verwaltung,auto
Verwaltungs Inspektor a. D.,verwaltung,auto
Verwaltungs Inspektor i. R.,verwaltung,auto
Verwaltungs Ober Inspektor,verwaltung,auto
Verwaltungs Ober Inspektor i. R.,verwaltung,auto
Verwaltungs Ober Sekretär,verwaltung,auto
Verwaltungs Obersekretär i. R.,verwaltung,auto
"Verwaltungs Prof., Musikdirektor",verwaltung,auto
Verwaltungs Rechnungs Rat,verwaltung,auto
Verwaltungs San. Rat.,verwaltung,auto
Verwaltungs Sekretär,verwaltung,auto
Verwaltungs Sekretär a. D.,verwaltung,auto
Verwaltungs Vorst.,verwaltung,auto
Verwaltungs-Sekr.,verwaltung,auto
Verwaltungs. Assistent,verwaltung,auto
Verwaltungsanwärt.,verwaltung,auto
Verwaltungsarb.,verwaltung,auto
Verwaltungsbeamt.,verwaltung,auto
Verwaltungsbeamt. i. R.,verwaltung,auto
Verwaltungsbeamter,verwaltung,auto
Verwaltungsdirektor,verwaltung,auto
Verwaltungsgeh.,verwaltung,auto
Verwaltungsgehilf.,verwaltung,auto
Verwaltungsinspekt.,verwaltung,auto
Verwaltungsoberinspekt.,verwaltung,auto
Verwaltungssekr.,verwaltung,auto
Verwaltungsstellenleiter,verwaltung,auto
Verwaltungsvorsteh.,verwaltung,auto
Verwieg.,sonstige,auto
Verwieger,sonstige,auto
Verwltgs.-Inspekt.,sonstige,auto
Verzinker,sonstige,auto
Verzinner,sonstige,auto
Verzwieger,sonstige,auto
Veterinär-Assess.,sonstige,auto
Vetreter,sonstige,auto
Vicar,sonstige,auto
Vieh-Agenturen,sonstige,auto
Viehagent,sonstige,auto
Viehagentur,sonstige,auto
Viehagenturen,sonstige,auto
Viehdl.,sonstige,auto
Viehexport,sonstige,auto
Viehhandel,sonstige,auto
Viehhdlg.,sonstige,auto
Viehhändl.,sonstige,auto
Viehhändler,handel,auto
Viehkommissionär,sonstige,auto
Viehpfleg.,sonstige,auto
Viehpfleger,sonstige,auto
Viehtransport,sonstige,auto
Viehtransporteur,sonstige,auto
Viehtreiber,sonstige,auto
Viehverwalt.,sonstige,auto
Viehwärt.,sonstige,auto
Viehwärter,sonstige,auto
Vikar,sonstige,auto
Vikarin,sonstige,auto
"Viktor, Diplom Ingenieur",akademisch,auto
Viktoria-Apotheke und Photohandlung,sonstige,auto
Virchowstr. 59,sonstige,auto
Vize-Konsul,sonstige,auto
Vogelhdl.,sonstige,auto
Volkschullehrer,sonstige,auto
Volkshochschullehr.,sonstige,auto
Volkspflegerin,sonstige,auto
Volksschullehr.,sonstige,auto
Volksschullehr. a. D.,sonstige,auto
Volksschullehrer,sonstige,auto
Volksschullehrer i. R.,sonstige,auto
Volksschullehrerin,bildung,auto
Volksschulrektor,bildung,auto
Volkswirt,sonstige,auto
Volkswirtschaftl.,sonstige,auto
Volkswirtschaftler,sonstige,auto
Volkw.,sonstige,auto
Vollz Beamter,verwaltung,auto
Vollziehgs-Beamt.,sonstige,auto
Vollziehgs. Beamter,verwaltung,auto
Vollziehgsbeamt.,sonstige,auto
Vollziehungs Beamter,verwaltung,auto
Vollziehungsbeamt.,verwaltung,auto
Vollziehungsbeamter,verwaltung,auto
Vollzugs Beamt a. D.,verwaltung,auto
Vollzugs Beamter,verwaltung,auto
Vollzugs Beamter a. D.,verwaltung,auto
Vollzugs Beamter i. R.,verwaltung,auto
Volontär,sonstige,auto
Volumenmess.,sonstige,auto
Vorab.,sonstige,auto
Vorarbeit.,sonstige,auto
Vorarbeiter,industrie,auto
Vorführ.,sonstige,auto
Vorführer,sonstige,auto
Vorführungsfahr.,sonstige,auto
Vorkalkulator,industrie,auto
Vorleser,sonstige,auto
Vorob.,sonstige,auto
Vorputzer,sonstige,auto
Vorschloss.,sonstige,auto
Vorschlosser,sonstige,auto
Vorstand,sonstige,auto
Vorstand d. Osram Gmbh Kg,sonstige,auto
Vorstand der Osram G.m.b.H.,sonstige,auto
Vorstandsmitgl.,sonstige,auto
Vorstandsmitglied d. Gutehoffnungshütte Oberhausen,sonstige,auto
Vorstandsmitglied d. Th. Goldschmidt A.G.,sonstige,auto
Vorsteher,sonstige,auto
Vorsteher a. D.,sonstige,auto
Vorsteherin,sonstige,auto
Vortragsdame,sonstige,auto
Vortragskünstler,sonstige,auto
Vortragsreisender,handel,auto
Vorwieger,sonstige,auto
Vorzeichner,industrie,auto
Vulkaniseur,sonstige,auto
Vulkanisieranst.,sonstige,auto
Vulkanisieranstalt,sonstige,auto
Vulkanisiermstr.,sonstige,auto
Vulkanisierwerkst.,sonstige,auto
W.,sonstige,auto
"W., stud. jur.",sonstige,auto
W.w.,sonstige,auto
Wachbeamt.,sonstige,auto
Wachm.,sonstige,auto
Wachmann,sonstige,auto
"Wachsfackelfabrik, Großhandlung in Schreibwar., Spielwaren, Feuerwerk, Illuminationsartik. u. Dekorationsartikel, Baumschmuck u. Karnevalsartikel",handel,auto
Wachsplastiker,sonstige,auto
Wachswrgroßhdlg.,sonstige,auto
Wachtbeamt.,sonstige,auto
Wachtm.,sonstige,auto
Wachtmann,sonstige,auto
Wachtmeister,industrie,auto
Wachtmeister a. D.,industrie,auto
Wachtmeister i. R.,industrie,auto
Wachtmeistrin.,sonstige,auto
Wachtmstrin.,sonstige,auto
Waffenmstr.,sonstige,auto
Waffenmstr. a. D.,sonstige,auto
Waffenrevis.,sonstige,auto
Wagenaufseh.,sonstige,auto
Wagenaufseher,industrie,auto
Wagenbau,sonstige,auto
Wagenbauer,sonstige,auto
Wagenführer,verkehr,auto
Wagenführer i. R.,verkehr,auto
Wagenkontroll.,sonstige,auto
Wagenlackier.,sonstige,auto
Wagenlackierer,sonstige,auto
Wagenlackiererei,sonstige,auto
Wagenmeister,industrie,auto
Wagenmeister a. D.,industrie,auto
Wagenmeister i. R.,industrie,auto
Wagenputzer,sonstige,auto
Wagenschmied,sonstige,auto
Wagenschmiede,sonstige,auto
Wagenschmiedemstr.,sonstige,auto
Wagenwärt.,sonstige,auto
Wagenwäscher,sonstige,auto
Waldarbeiter,industrie,auto
Waldaufseh.,sonstige,auto
Waldhüter,sonstige,auto
Waldwärt.,sonstige,auto
Waldwärter,sonstige,auto
"Walter, Ingenieur",akademisch,auto
Walzarb.,sonstige,auto
Walzendreh.,sonstige,auto
Walzendreher,sonstige,auto
Walzenfette,sonstige,auto
Walzer,industrie,auto
Walzgeh.,sonstige,auto
Walzmeister,industrie,auto
Walzwerkarb.,sonstige,auto
